id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
SKU-SU-0001_48,"WebRTC Development Kit Tools","This tool can help quickly integrate Web RTC into your own application system. 
 
Has many years of integration experience, no matter which platform it is, AWS or TentCloud, etc.",https://tarogo.tpxip.com/wp-content/uploads/sites/5/2023/11/微信图片_20231020072524.png,https://tarogo.tpxip.com/product/webrtc-development-kit-tools/,"Solutions","AI & Software Support",100HKD,in stock,SKU-SU-0001_48,,"https://tarogo.tpxip.com/wp-content/uploads/sites/5/2023/11/simple_arch-300x238-1.png",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,99.99HKD,new,hidden,,,,,,,
